lat,lon,full_address
55.088586,37.018089,"22, Весенняя улица, Курилово, Жуковский муниципальный округ, Калужская область, Центральный федеральный округ, 142215, Россия"
54.975643,37.270045,"Солнечная улица, Оболенск, городской округ Серпухов, Московская область, Центральный федеральный округ, 142279, Россия"
56.252599,38.118409,"8, Пионерская улица, Вакцина, Сергиево-Посадский городской округ, Московская область, Центральный федеральный округ, 141315, Россия"
55.286389,35.836667,"Ширино, Можайский муниципальный округ, Московская область, Центральный федеральный округ, Россия"
55.084444,36.565000,"Центральная улица, Потресово, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249035, Россия"
56.014722,36.374722,"муниципальный округ Истра, Московская область, Центральный федеральный округ, Россия"
56.031111,36.363333,"46Н-02890, муниципальный округ Истра, Московская область, Центральный федеральный округ, 143580, Россия"
56.019444,36.120833,"Волоколамское шоссе, Анино, Волоколамский муниципальный округ, Московская область, Центральный федеральный округ, 143633, Россия"
55.190556,36.617222,"Балабаново-1, Балабаново, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249001, Россия"
55.188277,36.607003,"175, Текстильная улица, Текстильщик, Ермолино, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249027, Россия"
55.193140,36.612915,"Текстильщик, Ермолино, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249027, Россия"
55.191725,36.608194,"Текстильщик, Ермолино, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249027, Россия"
55.220799,36.606617,"23, Зелёная улица, Ермолино, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249027, Россия"
54.930833,36.460556,"Ерденево, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249070, Россия"
55.281389,36.559146,"Митяево, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249011, Россия"
54.893545,37.183819,"Протвино, городской округ Серпухов, Московская область, Центральный федеральный округ, 142281, Россия"
54.900451,37.279336,"городской округ Серпухов, Московская область, Центральный федеральный округ, Россия"
51.675962,101.000233,"улица Ленина, Монды, сельское поселение Монды, Тункинский район, Республика Бурятия, Дальневосточный федеральный округ, 671013, Россия"
51.475833,43.485556,"Восход, Барковское сельское поселение, Балашовский район, Саратовская область, Приволжский федеральный округ, Россия"
55.306287,37.578735,"СНТ «Радиополе», городской округ Подольск, Московская область, Центральный федеральный округ, 142153, Россия"
55.302778,37.591944,"посёлок радиоцентра ""Романцево"", городской округ Подольск, Московская область, Центральный федеральный округ, 142153, Россия"
55.302721,37.475738,"городской округ Подольск, Московская область, Центральный федеральный округ, Россия"
55.310278,37.491944,"Лесная улица, Львовский, Подольск, городской округ Подольск, Московская область, Центральный федеральный округ, 142100, Россия"
55.290113,37.577963,"городской округ Подольск, Московская область, Центральный федеральный округ, Россия"
55.918382,37.439089,"с7, Озёрная улица, Жилой квартал «Мишино», Химки, городской округ Химки, Московская область, Центральный федеральный округ, 141402, Россия"
55.910878,37.444925,"2А с13, Заводская улица, Новые Химки, Химки, городской округ Химки, Московская область, Центральный федеральный округ, 141402, Россия"
55.488678,38.502617,"Государственный казенный научно-испытательный полигон авиационных систем имени Л.К.Сафронова, городской округ Воскресенск, Московская область, Центральный федеральный округ, Россия"
55.434444,38.232500,"1, Рязанское шоссе, Бронницы, городской округ Бронницы, Московская область, Центральный федеральный округ, 140170, Россия"
55.434650,38.229590,"Старорязанское шоссе, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140170, Россия"
55.423056,38.279444,"1, Заводской проезд, Бронницы, городской округ Бронницы, Московская область, Центральный федеральный округ, 140170, Россия"
55.423376,38.275316,"87, Красная улица, Бронницы, городской округ Бронницы, Московская область, Центральный федеральный округ, 140170, Россия"
55.287816,39.033415,"Весенняя улица, муниципальный округ Егорьевск, Московская область, Центральный федеральный округ, 140306, Россия"
55.152500,38.385556,"СНТ «Ивантеево», Миняево, городской округ Ступино, Московская область, Центральный федеральный округ, 142856, Россия"
55.113056,36.605000,"6А, улица Королёва, Белкино, Обнинск, городской округ Обнинск, Калужская область, Центральный федеральный округ, 249038, Россия"
55.176667,38.353889,"46Н-11648, Фоминка, городской округ Ступино, Московская область, Центральный федеральный округ, 142855, Россия"
55.154244,38.390640,"46Н-11696, Миняево, городской округ Ступино, Московская область, Центральный федеральный округ, 142856, Россия"
54.469126,38.720103,"5, Школьная улица, Центральный, Серебряные Пруды, муниципальный округ Серебряные Пруды, Московская область, Центральный федеральный округ, 142970, Россия"
54.943889,39.425556,"Белоомут, муниципальный округ Луховицы, Московская область, Центральный федеральный округ, Россия"
55.364817,37.469242,"46Н-08918, Сертякино, городской округ Подольск, Московская область, Центральный федеральный округ, 142182, Россия"
54.995278,38.932222,"городской округ Коломна, Московская область, Центральный федеральный округ, Россия"
56.093333,39.976944,"Курилово, Собинский муниципальный округ, Владимирская область, Центральный федеральный округ, 601223, Россия"
54.932222,37.558889,"Приветливая улица, Серпухов-13, городской округ Серпухов, Московская область, Центральный федеральный округ, Россия"
54.239167,39.912778,"улица Денисова, Старожилово, Старожиловский муниципальный округ, Рязанская область, Центральный федеральный округ, 391170, Россия"
54.934588,37.563543,"Серпухов-13, городской округ Серпухов, Московская область, Центральный федеральный округ, Россия"
54.783333,38.905424,"46Н-02595, Зарайск, муниципальный округ Зарайск, Московская область, Центральный федеральный округ, 140600, Россия"
55.877500,38.080833,"8, улица Беляева, Бахчиванджи, Щёлково, городской округ Щёлково, Московская область, Центральный федеральный округ, 141104, Россия"
55.349293,36.472707,"Наро-Фоминский городской округ, Московская область, Центральный федеральный округ, Россия"
55.875305,39.626033,"Костеревский тракт - устье Большой Ушмы, Костерёво, Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, 601111, Россия"
55.996749,39.440832,"Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
55.111650,36.598152,"улица Гурьянова, Мирный, Обнинск, городской округ Обнинск, Калужская область, Центральный федеральный округ, 249038, Россия"
55.148056,36.560556,"68, Вашутино, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249007, Россия"
55.196452,36.628718,"улица Дзержинского, Балабаново-1, Балабаново, Боровский муниципальный округ, Калужская область, Центральный федеральный округ, 249001, Россия"
55.884415,36.638078,"46К-1500, муниципальный округ Истра, Московская область, Центральный федеральный округ, Россия"
56.076022,38.504758,"Дуброво, Ногинск-9, Богородский городской округ, Московская область, Центральный федеральный округ, Россия"
56.051910,38.505460,"46К-7230, Богородский городской округ, Московская область, Центральный федеральный округ, 142436, Россия"
56.044336,38.510900,"46К-7230, Богородский городской округ, Московская область, Центральный федеральный округ, 142436, Россия"
56.054273,38.499323,"Богородский городской округ, Московская область, Центральный федеральный округ, Россия"
56.064262,38.484163,"56, городской округ Щёлково, Московская область, Центральный федеральный округ, Россия"
56.069377,38.486395,"58, городской округ Щёлково, Московская область, Центральный федеральный округ, Россия"
56.068215,38.489753,"58, городской округ Щёлково, Московская область, Центральный федеральный округ, Россия"
56.089308,38.467770,"Майский проезд, Стояново, Богородский городской округ, Московская область, Центральный федеральный округ, Россия"
56.090319,38.463371,"42, городской округ Щёлково, Московская область, Центральный федеральный округ, 141147, Россия"
56.022588,39.410663,"Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
54.010903,38.296306,"Московская улица, Клин, Новомосковск, городской округ Новомосковск, Тульская область, Центральный федеральный округ, 301650, Россия"
55.987833,37.841177,"2, улица Горького, микрорайон Клязьма, Пушкино, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141200, Россия"
54.839577,37.625892,"микрорайон Г, Пущино, городской округ Серпухов, Московская область, Центральный федеральный округ, 142290, Россия"
55.615278,37.878056,"44, Лесная улица, Дзержинский, городской округ Люберцы, Московская область, Центральный федеральный округ, 140093, Россия"
55.616122,37.867470,"Южный проезд, Дзержинский, городской округ Люберцы, Московская область, Центральный федеральный округ, 140090, Россия"
42.836339,44.437377,"7, Центральная улица, Даргавс, Даргавское сельское поселение, Пригородный район, Северная Осетия — Алания, Северо-Кавказский федеральный округ, Россия"
43.399676,42.922658,"улица Мусукаева, Гирхожан, Тырныауз, городское поселение Тырныауз, Эльбрусский район, Кабардино-Балкария, Северо-Кавказский федеральный округ, 361624, Россия"
55.824320,37.265810,"Северная улица, Опалиха, Красногорск, городской округ Красногорск, Московская область, Центральный федеральный округ, 143444, Россия"
56.015225,38.007460,"Толстолап-трейл (fatbike, MTB), сегмент ""Леший"", городской округ Щёлково, Московская область, Центральный федеральный округ, Россия"
56.051906,38.038927,"Толстолап-трейл (fatbike, MTB), сегмент ""Партизанский"", Пушкинский городской округ, Московская область, Центральный федеральный округ, Россия"
41.314444,69.740556,"10V153, Parkent Tumani, Toshkent Viloyati, Oʻzbekiston"
55.864981,36.857672,"Вельяминово, муниципальный округ Истра, Московская область, Центральный федеральный округ, 143500, Россия"
55.875624,36.839390,"муниципальный округ Истра, Московская область, Центральный федеральный округ, 143502, Россия"
55.859167,36.867500,"Вельяминово, Россия"
56.106091,38.139242,"20, улица Свердлова, Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.123692,38.145132,"Центральная дорога ФКП «НИИ «Геодезия», Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.118261,38.158135,"1, Муромское шоссе, Северный микрорайон, Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.102899,38.158951,"Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.120163,38.171461,"Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.135603,38.118482,"Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.129169,38.137836,"14, проспект Испытателей, Красноармейск, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141292, Россия"
56.226463,38.300400,"Сергиево-Посадский городской округ, Московская область, Центральный федеральный округ, Россия"
57.858544,41.222763,"Медениково, Кузьмищенское сельское поселение, Костромской район, Костромская область, Центральный федеральный округ, Россия"
40.111446,49.378386,"Kafe, Qobustan qoruğu 1, Qaradağ rayonu, Bakı İnzibati Ərazisi, Azərbaycan"
43.641247,40.876960,"улица Мира, Загедан, Загеданское сельское поселение, Урупский район, Карачаево-Черкесия, Северо-Кавказский федеральный округ, Россия"
54.525778,38.057139,"Миленино, Венёвский муниципальный округ, Тульская область, Центральный федеральный округ, 301301, Россия"
53.147182,38.108997,"28, улица Словацкого Восстания, Ефремов, Ефремовский муниципальный округ, Тульская область, Центральный федеральный округ, 301840, Россия"
55.951667,36.458611,"Восход, городской округ Восход, Московская область, Центральный федеральный округ, Россия"
55.901547,40.311509,"Радужный, ЗАТО Радужный, Владимирская область, Центральный федеральный округ, 600910, Россия"
55.884479,40.313677,"Радужный, ЗАТО Радужный, Владимирская область, Центральный федеральный округ, 600910, Россия"
55.862127,40.304096,"Радужный, ЗАТО Радужный, Владимирская область, Центральный федеральный округ, 600910, Россия"
56.733145,37.675998,"Юркинское шоссе, Северный, Талдомский городской округ, Московская область, Центральный федеральный округ, 141912, Россия"
56.728551,37.669512,"Юркинское шоссе, Северный, Талдомский городской округ, Московская область, Центральный федеральный округ, 141912, Россия"
56.729031,37.670724,"Юркинское шоссе, Северный, Талдомский городской округ, Московская область, Центральный федеральный округ, 141912, Россия"
56.727927,37.671239,"Юркинское шоссе, Северный, Талдомский городской округ, Московская область, Центральный федеральный округ, 141912, Россия"
56.733166,37.672033,"Юркинское шоссе, Северный, Талдомский городской округ, Московская область, Центральный федеральный округ, 141912, Россия"
55.086333,38.176498,"городской округ Ступино, Московская область, Центральный федеральный округ, 142817, Россия"
54.726600,36.511800,"Соловьиные Зори, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249083, Россия"
56.070943,36.896248,"46Н-11352, городской округ Солнечногорск, Московская область, Центральный федеральный округ, 141591, Россия"
55.983611,37.719167,"Пирогово, городской округ Мытищи, Московская область, Центральный федеральный округ, 142135, Россия"
55.890556,38.909444,"ДНТ ""Старт-2"", Орехово-Зуевский городской округ, Московская область, Центральный федеральный округ, 142631, Россия"
54.949269,40.631834,"Сергеевка, Клепиковский муниципальный округ, Рязанская область, Центральный федеральный округ, 391015, Россия"
55.257222,39.995556,"посёлок санатория ""Озеро Белое"", муниципальный округ Шатура, Московская область, Центральный федеральный округ, 140765, Россия"
55.776356,36.069484,"Рузские просторы, Лихачёво, Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143118, Россия"
55.253947,39.987382,"Центральная улица, Югино, муниципальный округ Шатура, Московская область, Центральный федеральный округ, 140765, Россия"
54.945904,39.365172,"Белоомут, муниципальный округ Луховицы, Московская область, Центральный федеральный округ, Россия"
55.205833,39.418056,"06/24, 46Н-01977, Янино, муниципальный округ Егорьевск, Московская область, Центральный федеральный округ, Россия"
56.231832,40.096144,"Новоалександровское сельское поселение, Суздальский район, Владимирская область, Центральный федеральный округ, 601284, Россия"
56.008257,39.386582,"Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
55.863082,38.224660,"3, Горбуша, Богородский городской округ, Московская область, Центральный федеральный округ, 141150, Россия"
59.907433,29.035800,"Липово, Сосновый Бор, Сосновоборский городской округ, Ленинградская область, Северо-Западный федеральный округ, 188541, Россия"
59.809072,28.083526,"Усть-Лужское сельское поселение, Кингисеппский район, Ленинградская область, Северо-Западный федеральный округ, 188472, Россия"
55.724722,38.019338,"43, Промышленная улица, Саввино, Балашиха, городской округ Балашиха, Московская область, Центральный федеральный округ, 143985, Россия"
55.686810,37.750515,"2 к1 с2, Краснодонская улица, район Люблино, Москва, Центральный федеральный округ, 109386, Россия"
54.902715,39.502675,"Сельцы, Рыбновский муниципальный округ, Рязанская область, Центральный федеральный округ, 391101, Россия"
55.587739,36.515223,"Одинцовский городской округ, Московская область, Центральный федеральный округ, 143131, Россия"
55.665294,38.039802,"Малаховка, городской округ Люберцы, Московская область, Центральный федеральный округ, 140143, Россия"
55.616389,38.534447,"85А/4, Кузяево, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140155, Россия"
55.582611,38.519817,"Бахтеево, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140155, Россия"
55.624250,36.703780,"46Н-07159, Никольское, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143079, Россия"
55.327637,37.041820,"Лесная улица, СНТ «Озёрное», район Вороново, Москва, Центральный федеральный округ, Россия"
54.936903,37.148413,"Озёрная улица, Жуковский муниципальный округ, Калужская область, Центральный федеральный округ, 249185, Россия"
56.141899,35.833299,"Пушкинская улица, Ярополец, Волоколамский муниципальный округ, Московская область, Центральный федеральный округ, 143632, Россия"
53.188364,38.542982,"Шилово, Ефремовский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
55.743142,40.697393,"«Золотое кольцо», Арсамаки, Гусь-Хрустальный муниципальный округ, Владимирская область, Центральный федеральный округ, 601530, Россия"
55.497412,40.800364,"1, «Селимово — Заколпье» — Вековка, Вековка, Гусь-Хрустальный муниципальный округ, Владимирская область, Центральный федеральный округ, 601536, Россия"
54.512222,38.418333,"99, 46Н-11095, Петрово, муниципальный округ Серебряные Пруды, Московская область, Центральный федеральный округ, 142965, Россия"
59.658056,30.718611,"Комсомольская улица, Красный Бор, Красноборское городское поселение, Тосненский район, Ленинградская область, Северо-Западный федеральный округ, 187015, Россия"
56.381592,36.288969,"16, улица Гагарина, Крутцы, Воздвиженское, городской округ Клин, Московская область, Центральный федеральный округ, 141651, Россия"
55.170602,39.211914,"46Н-01991, Старое, муниципальный округ Егорьевск, Московская область, Центральный федеральный округ, 140316, Россия"
57.967455,33.043315,"Загорье, Валдайский муниципальный округ, Новгородская область, Северо-Западный федеральный округ, 175430, Россия"
56.240688,32.805791,"11, улица Пархоменко, Шахта №3, Нелидово, Нелидовский муниципальный округ, Тверская область, Центральный федеральный округ, 172521, Россия"
56.257768,33.490934,"28Н-1162, Бобровка, Оленинский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
56.563597,39.281616,"78Н-0504, Киучер, Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
56.731541,39.093218,"78Н-0488, Никульское, Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
56.741922,38.994985,"14А, Центральная улица, Малая Брембола, Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
56.755687,38.632393,"Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
56.894754,38.631449,"Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
56.959437,38.183842,"Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.195947,39.395170,"58, Февральская улица, Ростов Великий, Ростовский муниципальный округ, Ярославская область, Центральный федеральный округ, 152155, Россия"
57.221281,38.769894,"Переславцево, Борисоглебский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.213195,38.276367,"78К-0005, Угличский муниципальный округ, Ярославская область, Центральный федеральный округ, 152630, Россия"
57.542273,38.387690,"Матвеевка, Угличский муниципальный округ, Ярославская область, Центральный федеральный округ, 152610, Россия"
57.235730,40.199747,"7, Торговый переулок, Осенево, Гаврилов-Ямский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.548030,39.567304,"Михайловское, Ярославский муниципальный округ, Ярославская область, Центральный федеральный округ, 150532, Россия"
57.438552,39.691801,"78Н-0983, Ярославский муниципальный округ, Ярославская область, Центральный федеральный округ, 150525, Россия"
57.613325,39.881701,"Малая Пролетарская улица, Бутырки, Красноперекопский район, Ярославль, городской округ Ярославль, Ярославская область, Центральный федеральный округ, 150001, Россия"
57.688735,39.534817,"«Золотое кольцо», Ярославский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.633870,40.390635,"18, Нагорная улица, Некрасовский муниципальный округ, Ярославская область, Центральный федеральный округ, 152260, Россия"
57.769803,39.580908,"Тутаевский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.749061,39.198189,"Большесельский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.888760,38.677282,"Рыбинский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.898933,38.543043,"Николо-Корма — Глебово, Николо-Корма, Рыбинский муниципальный округ, Ярославская область, Центральный федеральный округ, 152986, Россия"
58.064712,38.337822,"Рыбинский муниципальный округ, Ярославская область, Центральный федеральный округ, 152972, Россия"
58.336352,40.208759,"78Н-0444, Первомайский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
58.582930,38.957520,"Дор, Пошехонский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.041057,39.266424,"33, Деревни, Ростовский муниципальный округ, Ярославская область, Центральный федеральный округ, 152130, Россия"
57.080796,39.406371,"78Н-0652, Ростовский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.097422,39.390106,"улица Фрунзе, Поречье-Рыбное, Ростовский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
57.450538,39.737699,"танцплощадка, Ярославский муниципальный округ, Ярославская область, Центральный федеральный округ, 152252, Россия"
56.657123,39.267282,"78Н-0530, Горки, Переславль-Залесский муниципальный округ, Ярославская область, Центральный федеральный округ, Россия"
55.758200,37.633500,"1/11, Малый Златоустинский переулок, Ивановская горка, Басманный район, Москва, Центральный федеральный округ, 101000, Россия"
55.544600,37.050900,"1, 1-я улица Кетрица, Апрелевка, Наро-Фоминский городской округ, Московская область, Центральный федеральный округ, 143360, Россия"
55.615800,38.447300,"Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140145, Россия"
55.680800,38.699000,"Алфёрово, Павлово-Посадский городской округ, Московская область, Центральный федеральный округ, 142516, Россия"
55.036200,37.805200,"Полевая улица, Бекетово, городской округ Ступино, Московская область, Центральный федеральный округ, 142833, Россия"
55.722600,37.004700,"Рублёво-Успенское шоссе, район Кунцево, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143032, Россия"
56.133800,36.497100,"Izumrudny Les, Экологическая тропа, городской округ Клин, Московская область, Центральный федеральный округ, Россия"
56.407700,37.652300,"А-108, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141821, Россия"
55.296100,37.609100,"городской округ Подольск, Московская область, Центральный федеральный округ, Россия"
55.108700,37.419100,"2, Русское поле, муниципальный округ Чехов, Московская область, Центральный федеральный округ, 142321, Россия"
55.038400,37.793200,"городской округ Ступино, Московская область, Центральный федеральный округ, 142833, Россия"
55.327600,37.041400,"Лесная улица, СНТ «Озёрное», район Вороново, Москва, Центральный федеральный округ, Россия"
56.165600,37.495700,"3, Технологическая улица, Икша, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141860, Россия"
56.336000,36.799100,"46Н-03755, Клин-9, городской округ Клин, Московская область, Центральный федеральный округ, 141609, Россия"
55.832400,38.267000,"Школьная улица, Экоград-Обухово, Обухово, Богородский городской округ, Московская область, Центральный федеральный округ, 142440, Россия"
55.911200,38.013300,"Фабричная улица, Соболевка, Щёлково, городской округ Щёлково, Московская область, Центральный федеральный округ, 141101, Россия"
55.740200,36.267700,"Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143120, Россия"
55.422200,37.780600,"46, улица Корнеева, Домодедово, городской округ Домодедово, Московская область, Центральный федеральный округ, 142000, Россия"
55.177600,37.623600,"муниципальный округ Чехов, Московская область, Центральный федеральный округ, Россия"
55.404500,37.736000,"32А, Никитское, городской округ Домодедово, Московская область, Центральный федеральный округ, 142008, Россия"
56.060800,37.848000,"улица Чехова, Правдинский, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141260, Россия"
55.924200,37.451700,"«Нева», Лобаново, Клязьма-Старбеево, Химки, городской округ Химки, Московская область, Центральный федеральный округ, 141402, Россия"
55.703700,38.114000,"Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140142, Россия"
55.631400,38.544800,"Кузяево, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140155, Россия"
55.963900,36.329000,"СНТ ""Электрик"", Колшино, муниципальный округ Истра, Московская область, Центральный федеральный округ, 143580, Россия"
56.144700,37.534300,"46К-8222, Лётчик-Испытатель, городской округ Мытищи, Московская область, Центральный федеральный округ, 141875, Россия"
56.018100,38.124200,"Литвиново, городской округ Щёлково, Московская область, Центральный федеральный округ, 141138, Россия"
55.992000,38.127300,"113, Трубино, городской округ Щёлково, Московская область, Центральный федеральный округ, 141131, Россия"
55.286200,39.974700,"46Н-12619, муниципальный округ Шатура, Московская область, Центральный федеральный округ, 140765, Россия"
56.083400,36.761100,"61, Рождествено, муниципальный округ Истра, Московская область, Центральный федеральный округ, 143513, Россия"
55.666200,38.130600,"Ромашковая улица, КП «Капустино», Капустино, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140163, Россия"
55.662700,38.131800,"СТ «Автодорожник», Капустино, Раменский муниципальный округ, Московская область, Центральный федеральный округ, 140163, Россия"
56.145000,37.407400,"46К-8380, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141870, Россия"
56.423600,37.212200,"46Н-00989, Подвязново, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141896, Россия"
55.080200,37.604900,"46К-2250, муниципальный округ Чехов, Московская область, Центральный федеральный округ, 142322, Россия"
